0.	0.
1.8685850637789019	0.1
2.87480886319221	0.2
3.5494230270649685	0.3
4.063968020462778	0.4
4.483949056929639	0.5
4.841074255287148	0.6
5.153144067553461	0.7
5.431187531047508	0.8
5.682534185700627	0.9
5.912316391113895	1.
6.124276390155033	1.1
6.321232247808035	1.2
6.505362623106256	1.3
6.678389050461859	1.4
6.841697168600582	1.5
6.996419984534312	1.6
7.143496655465646	1.7
7.283714983634256	1.8
7.417742779379365	1.9
7.546151433947092	2.
7.6694339255788435	2.1
7.788018773273761	2.2
7.902280991236367	2.3
8.012550789946058	2.4
8.119120561197372	2.5
8.222250540134217	2.6
8.322173435752047	2.7
8.419098248789647	2.8
8.513213443365883	2.9
8.604689600136412	3.
8.693681650091508	3.1
8.780330766599025	3.2
8.864765976972647	3.3
8.947105542343055	3.4
9.027458144948687	3.5
9.105923914435145	3.6
9.18259531884104	3.7
9.257557941272212	3.8
9.330891159541896	3.9
9.402668743068546	4.
9.472959378914847	4.1
9.541827136897412	4.2
9.609331882102783	4.3
9.67552964183824	4.4
9.74047293296881	4.5
9.804211054699794	4.6
9.866790351122662	4.7
9.928254447221933	4.8
9.988644461521789	4.9
10.047999198112777	5.
10.106355320429758	5.1
10.163747508838286	5.2
10.220208603819787	5.3
10.275769736317917	5.4
10.330460446613294	5.5
10.384308792925996	5.6
10.437341450800705	5.7
10.489583804204498	5.8
10.54106002915901	5.9
10.59179317063476	6.
10.641805213353516	6.1
10.691117147073095	6.2
10.739749026866514	6.3
10.787720028852513	6.4
10.835048501786249	6.5
10.88175201487657	6.6
10.92784740215875	6.7
10.973350803718407	6.8
11.018277704033036	6.9
11.06264296767147	7.
11.106460872568396	7.1
11.149745141070433	7.2
11.192508968931865	7.3
11.234765052421563	7.4
11.27652561368805	7.5
11.31780242451623	7.6
11.358606828597638	7.7
11.398949762425223	7.8
11.438841774914165	7.9
11.47829304584152	8.
11.517313403189629	8.1
11.555912339471202	8.2
11.594099027107488	8.3
11.631882332925246	8.4
11.669270831832831	8.5
11.706272819731012	8.6
11.742896325709683	8.7
11.779149123577767	8.8
11.81503874276985	8.9
11.850572478669914	9.
11.885757402389393	9.1
11.920600370034085	9.2
11.95510803149191	9.3
11.989286838771116	9.4
12.02314305391653	9.5
12.056682756529344	9.6
12.089911850914278	9.7
12.122836072876176	9.8
12.155460996186621	9.9
12.187792038739824	10.
